科目番号,科目名,単位数
3901612,Japanese socio-cultural studies (taught in English) A,1
3901622,Japanese socio-cultural studies (taught in English) B,1
3901662,Japanese issues(Culture)(taught in English) A,1
3901672,Japanese issues(Culture)(taught in English) B,1
3902012,総合漢字1A,1
3902022,総合漢字1B,1
3902032,総合漢字2A,1
3902042,総合漢字2B,1
3902052,総合漢字3A,1
3902062,総合漢字3B,1
3902072,総合漢字4A,1
3902082,総合漢字4B,1
3902092,総合漢字5A,1
3902102,総合漢字5B,1
3902112,総合漢字6A,1
3902122,総合漢字6B,1
3902132,総合漢字7A,1
3902142,総合漢字7B,1
3902152,総合漢字8A,1
3902162,総合漢字8B,1
6101101,情報(講義),1
6101201,情報(講義),1
6102101,情報(講義),1
6103101,情報(講義),1
6104101,情報(講義),1
6105101,情報(講義),1
6106101,情報(講義),1
6107101,情報(講義),1
6109101,情報(講義),1
6110101,情報(講義),1
6110201,情報(講義),1
6111101,情報(講義),1
6112101,情報(講義),1
6115101,情報(講義),1
6115201,情報(講義),1
6116101,情報(講義),1
6116201,情報(講義),1
6117101,情報(講義),1
6118101,情報(講義),1
6119101,情報(講義),1
6120101,情報(講義),1
6120201,情報(講義),1
6120301,情報(講義),1
6120401,情報(講義),1
6121101,情報(講義),1
6201103,情報(実習),1
6201203,情報(実習),1
6201303,情報(実習),1
6202103,情報(実習),1
6202203,情報(実習),1
6203103,情報(実習),1
6204103,情報(実習),1
6204203,情報(実習),1
6205103,情報(実習),1
6205203,情報(実習),1
6206103,情報(実習),1
6207103,情報(実習),1
6208103,情報(実習),1
6209103,情報(実習),1
6210103,情報(実習),1
6210203,情報(実習),1
6210303,情報(実習),1
6211103,情報(実習),1
6212103,情報(実習),1
6213103,情報(実習),1
6213203,情報(実習),1
6214103,情報(実習),1
6215103,情報(実習),1
6215203,情報(実習),1
6215303,情報(実習),1
6216103,情報(実習),1
6216203,情報(実習),1
6217103,情報(実習),1
6217203,情報(実習),1
6217303,情報(実習),1
6218103,情報(実習),1
6218203,情報(実習),1
6219103,情報(実習),1
6220103,情報(実習),1
6220203,情報(実習),1
6220303,情報(実習),1
6220403,情報(実習),1
6220503,情報(実習),1
6220603,情報(実習),1
6221103,情報(実習),1
6221203,情報(実習),1
6221303,情報(実習),1
6222103,情報(実習),1
6330123,UNIX入門,1
6330133,プログラミング言語(Java),1
6330153,インタラクションデザイン,1
5101011,国語I,1
5101021,国語I,1
5101031,国語I,1
5101041,国語I,1
5102011,国語I,1
5102021,国語I,1
5103011,国語I,1
5103021,国語I,1
5103031,国語I,1
5103041,国語I,1
5103051,国語I,1
5104011,国語I,1
5104021,国語I,1
5104031,国語I,1
5105011,国語I,1
5105021,国語I,1
5106011,国語I,1
5107011,国語I,1
5107021,国語I,1
5107031,国語I,1
5107041,国語I,1
5107051,国語I,1
5107061,国語I,1
5108011,国語I,1
5108021,国語I,1
5108031,国語I,1
5108041,国語I,1
5108061,国語I,1
5108071,国語I,1
5108081,国語I,1
5108091,国語I,1
5108101,国語I,1
5108111,国語I,1
5201011,国語II,1
5201021,国語II,1
5201031,国語II,1
5201041,国語II,1
5202011,国語II,1
5202021,国語II,1
5207011,国語II,1
5207021,国語II,1
5207031,国語II,1
5207041,国語II,1
5207051,国語II,1
5207061,国語II,1
5208011,国語II,1
5208021,国語II,1
5208031,国語II,1
5208041,国語II,1
5208051,国語II,1
5208061,国語II,1
5208071,国語II,1
5208081,国語II,1
5208091,国語II,1
5208101,国語II,1
5208111,国語II,1
5301011,国語III,1
5301021,国語III,1
5301031,国語III,1
5301041,国語III,1
4001011,芸術(アートツアー),1
4002013,芸術(絵画実習A),1
4002023,芸術(絵画実習B),1
4003013,芸術(版画実習基礎),1
4004013,芸術(日本画実習A),1
4004023,芸術(日本画実習B),1
4005013,芸術(塑造実習A),1
4005023,芸術(塑造実習B),1
4006012,芸術(書A),1
4006022,芸術(書B),1
4006032,芸術(書C),1
4007012,芸術(色彩基礎演習),1
4007022,芸術(造形基礎),1
4008011,芸術(現代アート入門),1
4009013,芸術(工芸工作実習A陶磁),1
4009043,芸術(工芸工作実習Bガラス),1
4010012,芸術(イラストレーション),1
4011012,芸術(絵本制作),1
4012042,芸術(大学を開くアート・デザインプロデュース演習A-1),1
4012052,芸術(大学を開くアート・デザインプロデュース演習A-2),1
4012062,芸術(大学を開くアート・デザインプロデュース演習B-1),1
4012072,芸術(大学を開くアート・デザインプロデュース演習B-2),1
4012082,芸術(大学を開くアート・デザインプロデュース演習B-3),1
4012092,芸術(大学を開くアート・デザインプロデュース演習A-3),1
4013013,芸術(映像実習),1
